,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
622,0.662,0.948,11,-3.007,1,0.0586,0.181,0.0,0.118,0.934,125.663,audio_features,6gbdLLUhocAjThL3GvV6Lx,spotify:track:6gbdLLUhocAjThL3GvV6Lx,https://api.spotify.com/v1/tracks/6gbdLLUhocAjThL3GvV6Lx,https://api.spotify.com/v1/audio-analysis/6gbdLLUhocAjThL3GvV6Lx,240933,4
623,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,audio_features,1gcESexgftSuLuML57Y69q,spotify:track:1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/tracks/1gcESexgftSuLuML57Y69q,https://api.spotify.com/v1/audio-analysis/1gcESexgftSuLuML57Y69q,330643,4
624,0.593,0.658,8,-8.393,0,0.0364,0.0118,0.0204,0.137,0.422,135.053,audio_features,5VvsZvy1mwx4teyvI7O9rs,spotify:track:5VvsZvy1mwx4teyvI7O9rs,https://api.spotify.com/v1/tracks/5VvsZvy1mwx4teyvI7O9rs,https://api.spotify.com/v1/audio-analysis/5VvsZvy1mwx4teyvI7O9rs,251120,4
625,0.507,0.332,0,-11.216,1,0.0381,0.459,5.02e-06,0.308,0.117,143.458,audio_features,1ae844XtpkQ9wsO0xcdx1h,spotify:track:1ae844XtpkQ9wsO0xcdx1h,https://api.spotify.com/v1/tracks/1ae844XtpkQ9wsO0xcdx1h,https://api.spotify.com/v1/audio-analysis/1ae844XtpkQ9wsO0xcdx1h,184293,3
626,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120,5
627,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,audio_features,2IqjKEBiz0CdLKdkXhxw84,spotify:track:2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/tracks/2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/audio-analysis/2IqjKEBiz0CdLKdkXhxw84,223600,4
628,0.472,0.856,7,-6.03,1,0.0562,0.147,2.78e-06,0.595,0.841,78.696,audio_features,0Ui8KPWZbJJQ2Y0CIQuVqX,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/tracks/0Ui8KPWZbJJQ2Y0CIQuVqX,https://api.spotify.com/v1/audio-analysis/0Ui8KPWZbJJQ2Y0CIQuVqX,138200,4
629,0.677,0.814,7,-7.031,1,0.0279,0.00134,0.0293,0.113,0.919,118.197,audio_features,616LR3Y2SR7wgXUWrCgW2U,spotify:track:616LR3Y2SR7wgXUWrCgW2U,https://api.spotify.com/v1/tracks/616LR3Y2SR7wgXUWrCgW2U,https://api.spotify.com/v1/audio-analysis/616LR3Y2SR7wgXUWrCgW2U,265960,4
630,0.491,0.883,4,-4.986,0,0.0306,0.000736,3.19e-05,0.369,0.518,131.75,audio_features,4Y7fEQ4PAzhlLnLviRw2P4,spotify:track:4Y7fEQ4PAzhlLnLviRw2P4,https://api.spotify.com/v1/tracks/4Y7fEQ4PAzhlLnLviRw2P4,https://api.spotify.com/v1/audio-analysis/4Y7fEQ4PAzhlLnLviRw2P4,281853,4
631,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,audio_features,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4
632,0.433,0.666,10,-6.102,1,0.0287,0.093,0.0,0.141,0.382,159.369,audio_features,6H3S7yQjHn3ErG9o6v7qBs,spotify:track:6H3S7yQjHn3ErG9o6v7qBs,https://api.spotify.com/v1/tracks/6H3S7yQjHn3ErG9o6v7qBs,https://api.spotify.com/v1/audio-analysis/6H3S7yQjHn3ErG9o6v7qBs,394173,4
633,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4
634,0.595,0.451,9,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,133.671,audio_features,0sZy1HE2aGBQABHfVRQ4jB,spotify:track:0sZy1HE2aGBQABHfVRQ4jB,https://api.spotify.com/v1/tracks/0sZy1HE2aGBQABHfVRQ4jB,https://api.spotify.com/v1/audio-analysis/0sZy1HE2aGBQABHfVRQ4jB,174187,4
635,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34e-06,0.169,0.44,139.288,audio_features,71LsKf3xISiOlY1mj7FFPP,spotify:track:71LsKf3xISiOlY1mj7FFPP,https://api.spotify.com/v1/tracks/71LsKf3xISiOlY1mj7FFPP,https://api.spotify.com/v1/audio-analysis/71LsKf3xISiOlY1mj7FFPP,164547,4
636,0.334,0.906,9,-3.801,1,0.0469,0.00239,0.874,0.289,0.72,145.105,audio_features,3rs0Px3g5ObSBJjX688YoY,spotify:track:3rs0Px3g5ObSBJjX688YoY,https://api.spotify.com/v1/tracks/3rs0Px3g5ObSBJjX688YoY,https://api.spotify.com/v1/audio-analysis/3rs0Px3g5ObSBJjX688YoY,197277,4
637,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,audio_features,4Hhv2vrOTy89HFRcjU3QOx,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/tracks/4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/audio-analysis/4Hhv2vrOTy89HFRcjU3QOx,179693,3
638,0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,audio_features,0OM9ri37LIbPc9hffwsyb1,spotify:track:0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/tracks/0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/audio-analysis/0OM9ri37LIbPc9hffwsyb1,224333,4
639,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,audio_features,2EC9IJj7g0mN1Q5VrZkiYY,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/tracks/2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/audio-analysis/2EC9IJj7g0mN1Q5VrZkiYY,274747,4
640,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
641,0.264,0.294,7,-11.941,0,0.028,0.772,0.686,0.107,0.0402,137.937,audio_features,6pnwfWyaWjQiHCKTiZLItr,spotify:track:6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/tracks/6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/audio-analysis/6pnwfWyaWjQiHCKTiZLItr,811077,3
642,0.653,0.666,6,-7.808,1,0.0249,0.0508,0.0466,0.139,0.765,128.505,audio_features,6N7gPTru90HYLRUIVDQ185,spotify:track:6N7gPTru90HYLRUIVDQ185,https://api.spotify.com/v1/tracks/6N7gPTru90HYLRUIVDQ185,https://api.spotify.com/v1/audio-analysis/6N7gPTru90HYLRUIVDQ185,270652,4
643,0.507,0.66,2,-4.957,1,0.0306,0.0115,0.336,0.322,0.696,100.783,audio_features,0fM0mFxHP1R4KPX1PB8tWU,spotify:track:0fM0mFxHP1R4KPX1PB8tWU,https://api.spotify.com/v1/tracks/0fM0mFxHP1R4KPX1PB8tWU,https://api.spotify.com/v1/audio-analysis/0fM0mFxHP1R4KPX1PB8tWU,175040,4
644,0.736,0.798,0,-6.174,1,0.127,0.0579,0.0681,0.161,0.464,113.996,audio_features,5bMSO2vubGmv2tFfXbLlY9,spotify:track:5bMSO2vubGmv2tFfXbLlY9,https://api.spotify.com/v1/tracks/5bMSO2vubGmv2tFfXbLlY9,https://api.spotify.com/v1/audio-analysis/5bMSO2vubGmv2tFfXbLlY9,260400,4
645,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,3pRaLNL3b8x5uBOcsgvdqM,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3
646,0.41,0.488,10,-8.714,1,0.0301,0.659,0.00166,0.0626,0.796,102.486,audio_features,5b3okBJzJDexEm1zf2e8oq,spotify:track:5b3okBJzJDexEm1zf2e8oq,https://api.spotify.com/v1/tracks/5b3okBJzJDexEm1zf2e8oq,https://api.spotify.com/v1/audio-analysis/5b3okBJzJDexEm1zf2e8oq,185400,3
647,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,audio_features,7yzbimr8WVyAtBX3Eg6UL9,spotify:track:7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/tracks/7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/audio-analysis/7yzbimr8WVyAtBX3Eg6UL9,277160,3
648,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4
649,0.932,0.359,11,-12.958,0,0.0944,0.0597,0.0,0.136,0.906,127.153,audio_features,2XsW8N3mMRD5blv4KGNHq6,spotify:track:2XsW8N3mMRD5blv4KGNHq6,https://api.spotify.com/v1/tracks/2XsW8N3mMRD5blv4KGNHq6,https://api.spotify.com/v1/audio-analysis/2XsW8N3mMRD5blv4KGNHq6,244110,4
650,0.777,0.414,6,-7.44,0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,audio_features,2aSC2xhRxOLiiZZVjhbylH,spotify:track:2aSC2xhRxOLiiZZVjhbylH,https://api.spotify.com/v1/tracks/2aSC2xhRxOLiiZZVjhbylH,https://api.spotify.com/v1/audio-analysis/2aSC2xhRxOLiiZZVjhbylH,227880,4
651,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,audio_features,1Qa0Y05al633fG8f9Peytc,spotify:track:1Qa0Y05al633fG8f9Peytc,https://api.spotify.com/v1/tracks/1Qa0Y05al633fG8f9Peytc,https://api.spotify.com/v1/audio-analysis/1Qa0Y05al633fG8f9Peytc,229827,4
652,0.608,0.924,0,-5.919,1,0.035,0.261,0.012,0.338,0.948,117.231,audio_features,5uyJ7fbjk6xZzt5UL5jcQg,spotify:track:5uyJ7fbjk6xZzt5UL5jcQg,https://api.spotify.com/v1/tracks/5uyJ7fbjk6xZzt5UL5jcQg,https://api.spotify.com/v1/audio-analysis/5uyJ7fbjk6xZzt5UL5jcQg,252053,4
653,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,audio_features,3AydAydLzyyZutA0375XIz,spotify:track:3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/tracks/3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/audio-analysis/3AydAydLzyyZutA0375XIz,137760,4
654,0.864,0.705,0,-8.874,1,0.057,0.0137,0.00263,0.187,0.878,115.169,audio_features,1iGhTGfEEvd22m9OFpeuON,spotify:track:1iGhTGfEEvd22m9OFpeuON,https://api.spotify.com/v1/tracks/1iGhTGfEEvd22m9OFpeuON,https://api.spotify.com/v1/audio-analysis/1iGhTGfEEvd22m9OFpeuON,458600,4
655,0.558,0.982,10,-3.125,0,0.063,0.0227,0.522,0.117,0.69,109.369,audio_features,1FNvrp5K02oThumS6gllzp,spotify:track:1FNvrp5K02oThumS6gllzp,https://api.spotify.com/v1/tracks/1FNvrp5K02oThumS6gllzp,https://api.spotify.com/v1/audio-analysis/1FNvrp5K02oThumS6gllzp,313667,4
656,0.594,0.499,8,-16.193,1,0.0931,0.0887,0.000319,0.152,0.403,96.178,audio_features,2GinEvCvwEV4M5JHtnEzHC,spotify:track:2GinEvCvwEV4M5JHtnEzHC,https://api.spotify.com/v1/tracks/2GinEvCvwEV4M5JHtnEzHC,https://api.spotify.com/v1/audio-analysis/2GinEvCvwEV4M5JHtnEzHC,255048,4
657,0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,audio_features,2VEZx7NWsZ1D0eJ4uv5Fym,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/tracks/2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/audio-analysis/2VEZx7NWsZ1D0eJ4uv5Fym,301373,4
658,0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,audio_features,6t1FIJlZWTQfIZhsGjaulM,spotify:track:6t1FIJlZWTQfIZhsGjaulM,https://api.spotify.com/v1/tracks/6t1FIJlZWTQfIZhsGjaulM,https://api.spotify.com/v1/audio-analysis/6t1FIJlZWTQfIZhsGjaulM,253800,4
659,0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267,4
660,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
661,0.306,0.701,7,-9.914,0,0.0647,0.000398,0.592,0.197,0.555,92.646,audio_features,5L7VBYoosmkmiiDlzumdCe,spotify:track:5L7VBYoosmkmiiDlzumdCe,https://api.spotify.com/v1/tracks/5L7VBYoosmkmiiDlzumdCe,https://api.spotify.com/v1/audio-analysis/5L7VBYoosmkmiiDlzumdCe,442581,3
662,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,audio_features,3hJLKtTpgct9Y9wKww0BiR,spotify:track:3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/tracks/3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/audio-analysis/3hJLKtTpgct9Y9wKww0BiR,288667,4
663,0.559,0.478,6,-10.023,1,0.0268,0.819,0.0,0.113,0.735,109.598,audio_features,2CQJEQp8VJtAF10mQzKncb,spotify:track:2CQJEQp8VJtAF10mQzKncb,https://api.spotify.com/v1/tracks/2CQJEQp8VJtAF10mQzKncb,https://api.spotify.com/v1/audio-analysis/2CQJEQp8VJtAF10mQzKncb,247773,4
664,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
665,0.539,0.827,2,-5.045,1,0.038,0.0254,0.000425,0.233,0.523,86.922,audio_features,0y5CnV2idm2KkQEudDjfDT,spotify:track:0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/tracks/0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/audio-analysis/0y5CnV2idm2KkQEudDjfDT,275720,4
666,0.91,0.441,6,-7.575,1,0.0693,0.0414,8.8e-06,0.0745,0.66,114.002,audio_features,1yUJK3qxPiFiPeAG2gLfuW,spotify:track:1yUJK3qxPiFiPeAG2gLfuW,https://api.spotify.com/v1/tracks/1yUJK3qxPiFiPeAG2gLfuW,https://api.spotify.com/v1/audio-analysis/1yUJK3qxPiFiPeAG2gLfuW,246480,4
667,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,spotify:track:0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn,294573,4
668,0.898,0.92,5,-7.859,1,0.0636,0.0711,5.92e-05,0.0908,0.875,114.343,audio_features,1M2gbesj4qScqEiRunTU1G,spotify:track:1M2gbesj4qScqEiRunTU1G,https://api.spotify.com/v1/tracks/1M2gbesj4qScqEiRunTU1G,https://api.spotify.com/v1/audio-analysis/1M2gbesj4qScqEiRunTU1G,224693,4
669,0.258,0.932,2,-5.194,1,0.0702,0.0467,8.09e-06,0.142,0.334,145.582,audio_features,2mKj8Em0GLFu8I78yM1CfU,spotify:track:2mKj8Em0GLFu8I78yM1CfU,https://api.spotify.com/v1/tracks/2mKj8Em0GLFu8I78yM1CfU,https://api.spotify.com/v1/audio-analysis/2mKj8Em0GLFu8I78yM1CfU,198160,4
670,0.324,0.967,6,-5.655,1,0.0774,0.0278,0.000269,0.0566,0.392,165.92,audio_features,3aInErz06eEAbRHMnsORR2,spotify:track:3aInErz06eEAbRHMnsORR2,https://api.spotify.com/v1/tracks/3aInErz06eEAbRHMnsORR2,https://api.spotify.com/v1/audio-analysis/3aInErz06eEAbRHMnsORR2,244320,4
671,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,audio_features,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4
672,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,audio_features,6HSXNV0b4M4cLJ7ljgVVeh,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/tracks/6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/audio-analysis/6HSXNV0b4M4cLJ7ljgVVeh,149880,4
673,0.547,0.853,4,-5.02,1,0.0364,0.718,0.000256,0.33,0.942,164.279,audio_features,6gzuPIRmowMiriGzgbLQGJ,spotify:track:6gzuPIRmowMiriGzgbLQGJ,https://api.spotify.com/v1/tracks/6gzuPIRmowMiriGzgbLQGJ,https://api.spotify.com/v1/audio-analysis/6gzuPIRmowMiriGzgbLQGJ,144093,4
674,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,audio_features,6jX5mso4x00c1EiNMrTU9U,spotify:track:6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/tracks/6jX5mso4x00c1EiNMrTU9U,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,148040,4
675,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4
676,0.563,0.441,4,-9.902,1,0.0437,0.773,0.0,0.351,0.468,115.168,audio_features,37Dl7jQMmt0gUnzTKqnjkN,spotify:track:37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/tracks/37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/audio-analysis/37Dl7jQMmt0gUnzTKqnjkN,290467,4
677,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4
678,0.465,0.731,2,-10.592,1,0.0724,0.448,0.00112,0.297,0.638,129.684,audio_features,2rgHxOarlO4W35mg0IZ5u8,spotify:track:2rgHxOarlO4W35mg0IZ5u8,https://api.spotify.com/v1/tracks/2rgHxOarlO4W35mg0IZ5u8,https://api.spotify.com/v1/audio-analysis/2rgHxOarlO4W35mg0IZ5u8,184600,4
679,0.522,0.397,7,-8.491,1,0.027,0.799,0.038,0.11,0.356,75.572,audio_features,5vWMCGVeGxp3PEdvpDN3a0,spotify:track:5vWMCGVeGxp3PEdvpDN3a0,https://api.spotify.com/v1/tracks/5vWMCGVeGxp3PEdvpDN3a0,https://api.spotify.com/v1/audio-analysis/5vWMCGVeGxp3PEdvpDN3a0,153987,4
680,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4
681,0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,audio_features,4AwKXevZmsTNa3KZVj3rzl,spotify:track:4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/tracks/4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/audio-analysis/4AwKXevZmsTNa3KZVj3rzl,221507,4
682,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,audio_features,5NoQvINZLBV1wMYPdNmReL,spotify:track:5NoQvINZLBV1wMYPdNmReL,https://api.spotify.com/v1/tracks/5NoQvINZLBV1wMYPdNmReL,https://api.spotify.com/v1/audio-analysis/5NoQvINZLBV1wMYPdNmReL,149787,4
683,0.518,0.803,8,-6.337,0,0.0318,0.00151,0.0246,0.612,0.633,133.462,audio_features,2CwMxEXxMiLRrKPLjQLmne,spotify:track:2CwMxEXxMiLRrKPLjQLmne,https://api.spotify.com/v1/tracks/2CwMxEXxMiLRrKPLjQLmne,https://api.spotify.com/v1/audio-analysis/2CwMxEXxMiLRrKPLjQLmne,257040,4
684,0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,audio_features,5HLes17mwCwKt81mi0Tk35,spotify:track:5HLes17mwCwKt81mi0Tk35,https://api.spotify.com/v1/tracks/5HLes17mwCwKt81mi0Tk35,https://api.spotify.com/v1/audio-analysis/5HLes17mwCwKt81mi0Tk35,196560,4
685,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4
686,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,audio_features,6WmIyn2fx1PKQ0XDpYj4VR,spotify:track:6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR,252926,4
687,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,audio_features,5qBqBdfTEIWJwAS0Jm2F5R,spotify:track:5qBqBdfTEIWJwAS0Jm2F5R,https://api.spotify.com/v1/tracks/5qBqBdfTEIWJwAS0Jm2F5R,https://api.spotify.com/v1/audio-analysis/5qBqBdfTEIWJwAS0Jm2F5R,229360,4
688,0.286,0.866,4,-6.552,1,0.0723,4.79e-05,2.94e-05,0.697,0.604,155.366,audio_features,3T5AtZHfROthygPMNipfZC,spotify:track:3T5AtZHfROthygPMNipfZC,https://api.spotify.com/v1/tracks/3T5AtZHfROthygPMNipfZC,https://api.spotify.com/v1/audio-analysis/3T5AtZHfROthygPMNipfZC,178733,4
689,0.592,0.882,8,-8.315,1,0.0468,0.00884,0.0155,0.0506,0.442,92.157,audio_features,2Q5wSOwq6BDSu7sSVMNrtT,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,409400,4
690,0.699,0.503,11,-13.616,0,0.0381,0.775,0.0853,0.221,0.846,118.338,audio_features,4VC1xzuysIX1xWNA1x5LHC,spotify:track:4VC1xzuysIX1xWNA1x5LHC,https://api.spotify.com/v1/tracks/4VC1xzuysIX1xWNA1x5LHC,https://api.spotify.com/v1/audio-analysis/4VC1xzuysIX1xWNA1x5LHC,127960,4
691,0.63,0.455,1,-13.667,1,0.0322,0.792,0.132,0.133,0.645,94.08,audio_features,5hReWjUHqPqkHi31G7izL4,spotify:track:5hReWjUHqPqkHi31G7izL4,https://api.spotify.com/v1/tracks/5hReWjUHqPqkHi31G7izL4,https://api.spotify.com/v1/audio-analysis/5hReWjUHqPqkHi31G7izL4,327707,4
692,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,audio_features,2ccUQnjjNWT0rsNnsBpsCA,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/tracks/2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/audio-analysis/2ccUQnjjNWT0rsNnsBpsCA,253733,4
693,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,1YQWosTIljIvxAgHWTp7KP,spotify:track:1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/tracks/1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/audio-analysis/1YQWosTIljIvxAgHWTp7KP,324133,5
694,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400,4
695,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,0LtOwyZoSNZKJWHqjzADpW,spotify:track:0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,192960,4
